cca3,country,continent,area_km2,reference_year,population_at_reference,density_at_reference_per_km2,population_growth_prior_decade_pct,prior_decade_start,prior_decade_mean_temp_c,prior_decade_warming_c_per_decade,prior_decade_detrended_volatility_c,prior_decade_mean_temp_uncertainty_c,future_warming_c_per_decade,outcome_population_year,outcome_population,future_density_per_km2,warming_percentile,density_percentile,future_exposure_index,target_exposure_class
FIN,Finland,Europe,338424,1970,4606621,13.611980828782828,,1960,1.2669833333333336,-1.7938181818181818,0.7718257123878618,0.27779166666666666,-0.948368686868687,1980,4779418,14.122574049121813,0.0030165912518853697,0.19457013574660634,0.02422681508930469,Low
FIN,Finland,Europe,338424,1980,4779418,14.122574049121813,3.751057445359618,1970,1.6026583333333335,-0.948368686868687,1.0749677187054898,0.2488833333333333,1.0298383838383838,1990,4986545,14.734608065621824,0.9638009049773756,0.20211161387631976,0.4413562691980651,Medium
FIN,Finland,Europe,338424,1990,4986545,14.734608065621824,4.333728499997269,1980,1.4020333333333335,1.0298383838383838,1.1872970298589394,0.23870833333333336,-0.9149444444444449,2000,5176209,15.29504113183462,0.006033182503770739,0.2096530920060332,0.03556508634253875,Low
FJI,Fiji,Oceania,18272,1970,527634,28.876641856392293,,1960,25.03308333333333,-0.3387272727272733,0.2179369768943943,0.3108416666666667,-0.24557575757576164,1980,644582,35.277035901926446,0.07993966817496229,0.36199095022624433,0.17011007155199617,Low
FJI,Fiji,Oceania,18272,1980,644582,35.277035901926446,22.164606526493746,1970,25.35403333333333,-0.24557575757576164,0.22179348749292935,0.30186666666666667,0.2174494949494957,1990,780430,42.711799474605954,0.5007541478129713,0.40120663650075417,0.44822526407805674,Medium
FJI,Fiji,Oceania,18272,1990,780430,42.711799474605954,21.075363568948568,1980,25.380325,0.2174494949494957,0.2386960398865845,0.25598333333333334,0.5734090909090956,2000,832509,45.562007443082315,0.8416289592760181,0.416289592760181,0.591913318579831,High
FLK,Falkland Islands,South America,12173,1970,2274,0.18680686765793147,,1960,6.271958333333334,-0.0385909090909091,0.33013089975162757,0.7115416666666667,0.5558989898989897,1980,2240,0.18401380103507764,0.8310708898944194,0.006033182503770739,0.07080962047846458,Low
FLK,Falkland Islands,South America,12173,1980,2240,0.18401380103507764,-1.4951627088830244,1970,6.310250000000001,0.5558989898989897,0.24422729936696122,0.6395166666666665,0.456959595959596,1990,2332,0.1915715107204469,0.7450980392156863,0.007541478129713424,0.07496092693688795,Low
FLK,Falkland Islands,South America,12173,1990,2332,0.1915715107204469,4.107142857142865,1980,6.606216666666667,0.456959595959596,0.36815582513217177,0.6315000000000001,0.678717171717172,2000,3080,0.25301897642323173,0.8778280542986425,0.00904977375565611,0.0891299348578833,Low
FRA,France,Europe,551695,1970,50523586,91.57883613228324,,1960,10.452541666666667,-0.14326767676767643,0.5552504703889865,0.24975,0.03532828282828386,1980,53713830,97.36145877704166,0.28205128205128205,0.6244343891402715,0.4196695366760884,Medium
FRA,France,Europe,551695,1980,53713830,97.36145877704166,6.314365730096827,1970,10.503775,0.03532828282828386,0.24891607195456764,0.21578333333333335,0.7394191919191933,1990,56412897,102.25377609004975,0.9049773755656109,0.6380090497737556,0.7598577205315233,High
FRA,France,Europe,551695,1990,56412897,102.25377609004975,5.024901408073124,1980,10.775158333333334,0.7394191919191933,0.5256199050517469,0.18815833333333332,0.27113636363636207,2000,58665453,106.3367494720815,0.555052790346908,0.6530920060331825,0.6020801776358176,High
FRO,Faroe Islands,Europe,1393,1970,38416,27.57788944723618,,1960,6.7563,-0.9947070707070703,0.29715947702980466,0.5381666666666667,-0.6927222222222227,1980,43054,30.907394113424264,0.021116138763197588,0.3273001508295626,0.08313432144507191,Low
FRO,Faroe Islands,Europe,1393,1980,43054,30.907394113424264,12.073094543940034,1970,6.842791666666666,-0.6927222222222227,0.4693347193704983,0.3716416666666667,0.4343232323232329,1990,47479,34.083991385498926,0.722473604826546,0.35294117647058826,0.5049660226752172,Medium
FRO,Faroe Islands,Europe,1393,1990,47479,34.083991385498926,10.277790681469789,1980,6.811866666666667,0.4343232323232329,0.3449586707977471,0.34055,-0.26510101010101006,2000,45660,32.77817659727207,0.07390648567119155,0.34087481146304677,0.15872258619699903,Low
FSM,Micronesia,Oceania,702,1970,58989,84.02991452991454,,1960,26.767691666666668,-0.12856060606060238,0.11060814621436629,0.36689166666666667,0.603095959595959,1980,76299,108.6880341880342,0.8506787330316742,0.6636500754147813,0.751367423655179,High
FSM,Micronesia,Oceania,702,1980,76299,108.6880341880342,29.344454050755232,1970,26.97705833333334,0.603095959595959,0.16231325786119843,0.459475,-0.042747474747474666,1990,98603,140.46011396011397,0.22021116138763197,0.7300150829562594,0.40094571858081535,Medium
FSM,Micronesia,Oceania,702,1990,98603,140.46011396011397,29.232362154156675,1980,27.350616666666667,-0.042747474747474666,0.14537328394644072,0.34295,0.08658080808080995,2000,111709,159.12962962962962,0.33031674208144796,0.7586726998491704,0.5006019321979432,Medium
GAB,Gabon,Africa,267668,1970,597192,2.231092248606483,,1960,24.38736666666667,-0.00884848484848382,0.15317587243303998,0.2307,0.12858080808080594,1980,749078,2.7985340048119314,0.3891402714932127,0.05429864253393665,0.14536089053582815,Low
GAB,Gabon,Africa,267668,1980,749078,2.7985340048119314,25.43336146498949,1970,24.345374999999997,0.12858080808080594,0.2568203562591476,0.25027499999999997,0.28081313131312996,1990,983028,3.6725645202265493,0.5641025641025641,0.0693815987933635,0.19783411682738575,Low
GAB,Gabon,Africa,267668,1990,983028,3.6725645202265493,31.231727537052212,1980,24.501241666666665,0.28081313131312996,0.2196540214977174,0.25640833333333335,0.593419191919191,2000,1272935,4.755648788798063,0.8476621417797888,0.07692307692307693,0.25535226675498074,Low
GBR,United Kingdom,Europe,242900,1970,55650166,229.10731165088515,,1960,8.638275,-0.07343939393939321,0.4331912612219944,0.24694166666666667,-0.49221212121212154,1980,56326328,231.89101687937423,0.0392156862745098,0.8280542986425339,0.18020188010624322,Low
GBR,United Kingdom,Europe,242900,1980,56326328,231.89101687937423,1.215022431379631,1970,8.8731,-0.49221212121212154,0.31824955298348184,0.22690833333333332,0.26310101010100984,1990,57210442,235.5308439687114,0.5460030165912518,0.8310708898944194,0.6736224557447065,High
GBR,United Kingdom,Europe,242900,1990,57210442,235.5308439687114,1.5696283272717437,1980,8.856566666666666,0.26310101010100984,0.49963113800555065,0.18971666666666664,0.4327878787878781,2000,58850043,242.28095100864553,0.7194570135746606,0.8386123680241327,0.7767532103862956,High
GEO,Georgia,Asia,69700,1970,4800426,68.87268292682927,,1960,8.674041666666668,-0.7344090909090907,0.842563690039684,0.36359166666666665,0.1303282828282826,1980,5145843,73.82845050215208,0.3951734539969834,0.5324283559577677,0.45869548987292913,Medium
GEO,Georgia,Asia,69700,1980,5145843,73.82845050215208,7.195548895035575,1970,8.484458333333333,0.1303282828282826,0.5914060195949091,0.32815833333333333,-0.3581212121212126,1990,5391636,77.35489239598279,0.05429864253393665,0.5414781297134238,0.17146873594114403,Low
GEO,Georgia,Asia,69700,1990,5391636,77.35489239598279,4.776535156630324,1980,8.5818,-0.3581212121212126,0.41748281647064284,0.3459249999999999,1.636616161616162,2000,4265172,61.19328550932568,0.9924585218702866,0.4947209653092006,0.7007068131315769,High
GGY,Guernsey,Europe,78,1970,52656,675.0769230769231,,1960,10.945849999999998,0.1431111111111112,0.5641883726699501,0.3057166666666667,-0.16627272727272688,1980,52860,677.6923076923077,0.12669683257918551,0.9638009049773756,0.34944315975217777,Medium
GGY,Guernsey,Europe,78,1980,52860,677.6923076923077,0.3874202370100166,1970,11.08095,-0.16627272727272688,0.28708581271255895,0.2623666666666667,0.4667979797979796,1990,57727,740.0897435897435,0.755656108597285,0.9683257918552036,0.8554070959067898,High
GGY,Guernsey,Europe,78,1990,57727,740.0897435897435,9.207340143776023,1980,11.235033333333332,0.4667979797979796,0.5764857471171819,0.23740833333333336,0.5824696969696973,2000,59114,757.8717948717949,0.8446455505279035,0.971342383107089,0.9057814426949654,High
GHA,Ghana,Africa,238533,1970,8861895,37.15165197268303,,1960,26.757808333333333,0.16356060606060674,0.17752930544822587,0.25875833333333337,-0.05108080808080774,1980,11865246,49.74257649884922,0.2081447963800905,0.4419306184012066,0.30329121085393596,Low
GHA,Ghana,Africa,238533,1980,11865246,49.74257649884922,33.890618202991575,1970,26.860966666666666,-0.05108080808080774,0.307525992106642,0.24053333333333332,0.25879292929292835,1990,15446982,64.75825986341512,0.5399698340874811,0.5052790346907994,0.5223365165579309,Medium
GHA,Ghana,Africa,238533,1990,15446982,64.75825986341512,30.186782473789407,1980,27.125225,0.25879292929292835,0.269617342874584,0.2769083333333333,0.3215353535353516,2000,19665502,82.44352772991577,0.6168929110105581,0.5671191553544495,0.5914827018911503,High
GIN,Guinea,Africa,245857,1970,4222374,17.174105272577147,,1960,25.564858333333333,0.18157070707070833,0.20308833335928422,0.282925,0.021853535353536062,1980,4972609,20.225614889956358,0.26998491704374056,0.25037707390648567,0.25999621829614566,Low
GIN,Guinea,Africa,245857,1980,4972609,20.225614889956358,17.768084968314035,1970,25.648208333333333,0.021853535353536062,0.26392377598558653,0.2865083333333333,-0.060479797979797884,1990,6354145,25.844881374132118,0.20361990950226244,0.2956259426847662,0.24534736129820742,Low
GIN,Guinea,Africa,245857,1990,6354145,25.844881374132118,27.782920394505183,1980,25.886041666666664,-0.060479797979797884,0.24916669012683412,0.2924583333333334,0.19255050505050303,2000,8336967,33.90982156294106,0.4660633484162896,0.34841628959276016,0.4029690590732512,Medium
GLP,Guadeloupe,North America,1628,1970,318310,195.52211302211302,,1960,26.573716666666666,-0.33801010101009993,0.1852537590375992,0.372275,0.12616161616161792,1980,334234,205.3034398034398,0.3815987933634992,0.803921568627451,0.5538731809242318,Medium
GLP,Guadeloupe,North America,1628,1980,334234,205.3034398034398,5.002670352800731,1970,26.484866666666665,0.12616161616161792,0.23033738354858418,0.29488333333333333,-0.18105555555555694,1990,391951,240.7561425061425,0.11764705882352941,0.8371040723981901,0.3138197445140218,Low
GLP,Guadeloupe,North America,1628,1990,391951,240.7561425061425,17.268440673300734,1980,26.765175,-0.18105555555555694,0.23226773300275474,0.25926666666666665,0.5548383838383849,2000,424067,260.48341523341526,0.8280542986425339,0.8521870286576169,0.8400340066493427,High
GMB,Gambia,Africa,10689,1970,528731,49.464963981663395,,1960,27.609725000000005,0.07640909090909251,0.3482499149386407,0.36139166666666667,0.08954040404040467,1980,718586,67.22668163532603,0.3333333333333333,0.5128205128205128,0.4134491152973615,Medium
GMB,Gambia,Africa,10689,1980,718586,67.22668163532603,35.907673278094144,1970,27.67425833333333,0.08954040404040467,0.3845863717287589,0.35912499999999997,-0.0793333333333334,1990,1040616,97.35391523996633,0.19457013574660634,0.6229260935143288,0.3481419460151077,Medium
GMB,Gambia,Africa,10689,1990,1040616,97.35391523996633,44.814399389912964,1980,28.012916666666673,-0.0793333333333334,0.31343069950957464,0.34501666666666664,0.2485909090909114,2000,1437539,134.48769763308073,0.5233785822021116,0.7254901960784313,0.6162029131909889,High
GNB,Guinea-Bissau,Africa,36125,1970,591663,16.378214532871972,,1960,26.833733333333335,0.11579797979798072,0.2745014784859698,0.3453166666666667,-4.040404040150599e-05,1980,831462,23.016249134948097,0.25188536953242835,0.27149321266968324,0.26150557967058624,Low
GNB,Guinea-Bissau,Africa,36125,1980,831462,23.016249134948097,40.529659620425804,1970,26.900433333333336,-4.040404040150599e-05,0.29408677622280277,0.3456916666666666,-0.06599999999999927,1990,973551,26.949508650519032,0.19909502262443438,0.3092006033182504,0.24811348434362818,Low
GNB,Guinea-Bissau,Africa,36125,1990,973551,26.949508650519032,17.089055182317402,1980,27.233366666666672,-0.06599999999999927,0.23617707836637997,0.36759166666666665,0.22232828282828213,2000,1230849,34.071944636678204,0.502262443438914,0.3514328808446455,0.4201327616811243,Medium
GNQ,Equatorial Guinea,Africa,28051,1970,316955,11.299240668781861,,1960,25.064149999999998,0.07777777777777443,0.1450822322520106,0.25048333333333334,0.09655555555555567,1980,282509,10.071263056575523,0.3453996983408748,0.14630467571644043,0.2247967767969951,Low
GNQ,Equatorial Guinea,Africa,28051,1980,282509,10.071263056575523,-10.867788802826894,1970,25.040200000000002,0.09655555555555567,0.247257199356752,0.257,0.2004292929292885,1990,465549,16.59652062315069,0.4766214177978884,0.2187028657616893,0.32285983019848974,Medium
GNQ,Equatorial Guinea,Africa,28051,1990,465549,16.59652062315069,64.7908562205098,1980,25.143725,0.2004292929292885,0.22032954100728028,0.32245833333333335,0.5076767676767693,2000,684977,24.418986845388755,0.7858220211161387,0.28205128205128205,0.47078881520267296,Medium
GRC,Greece,Europe,131990,1970,8544873,64.73879081748618,,1960,15.156308333333333,-0.4755202020202032,0.33295030765865985,0.292825,0.07066161616161526,1980,9307148,70.51403894234411,0.31825037707390647,0.5203619909502263,0.406946433618527,Medium
GRC,Greece,Europe,131990,1980,9307148,70.51403894234411,8.92084645377409,1970,14.792708333333334,0.07066161616161526,0.323586291963098,0.26383333333333336,0.3972727272727275,1990,10302255,78.05329949238579,0.6847662141779789,0.5460030165912518,0.6114608888563092,High
GRC,Greece,Europe,131990,1990,10302255,78.05329949238579,10.691857484161638,1980,14.898716666666667,0.3972727272727275,0.17865974964938577,0.26478333333333337,0.6335707070707074,2000,11038109,83.6283733616183,0.8657616892911011,0.5731523378582202,0.7044241167402466,High
GRD,Grenada,North America,344,1970,98794,287.1918604651163,,1960,27.056875,-0.20367171717171573,0.20959114170155382,0.3143583333333334,0.2782020202020176,1980,94838,275.6918604651163,0.5610859728506787,0.8582202111613876,0.693927461698701,High
GRD,Grenada,North America,344,1980,94838,275.6918604651163,-4.004291758608824,1970,26.93578333333333,0.2782020202020176,0.21906580968954079,0.306825,-0.1876010101010098,1990,99047,287.92732558139534,0.11010558069381599,0.8687782805429864,0.3092852034504084,Low
GRD,Grenada,North America,344,1990,99047,287.92732558139534,4.438094434720252,1980,27.181841666666667,-0.1876010101010098,0.2863087278532878,0.28861666666666663,0.583555555555554,2000,107432,312.30232558139534,0.8461538461538461,0.8883861236802413,0.867012880770374,High
GRL,Greenland,North America,2166086,1970,45434,0.020975159804366032,,1960,-18.235008333333333,-0.9233383838383848,0.5616966711522011,0.9297666666666669,0.9684646464646497,1980,50106,0.023132045542051425,0.9547511312217195,0.0015082956259426848,0.037947950604552416,Low
GRL,Greenland,North America,2166086,1980,50106,0.023132045542051425,10.283047937667833,1970,-18.74795,0.9684646464646497,0.5085545726445202,0.870325,-0.19826767676767484,1990,55599,0.025667955935267574,0.09954751131221719,0.0030165912518853697,0.017328997425454084,Low
GRL,Greenland,North America,2166086,1990,55599,0.025667955935267574,10.962758951023833,1980,-18.627225,-0.19826767676767484,0.9262266414591374,0.86945,1.4857929292929315,2000,56184,0.025938028314665254,0.9834087481146304,0.004524886877828055,0.06670692122924882,Low
GTM,Guatemala,North America,108889,1970,5453208,50.080430530172926,,1960,23.30385833333333,0.01613636363636597,0.2109979277933993,0.31395,0.05526262626262565,1980,6987767,64.17330492519906,0.3031674208144796,0.502262443438914,0.3902173875538531,Medium
GTM,Guatemala,North America,108889,1980,6987767,64.17330492519906,28.140481712782652,1970,23.408700000000003,0.05526262626262565,0.23028109869951696,0.28124166666666667,-0.20231313131312934,1990,9084780,83.4315679269715,0.09351432880844646,0.5716440422322775,0.23120750188239708,Low
GTM,Guatemala,North America,108889,1990,9084780,83.4315679269715,30.009772792939437,1980,23.53685,-0.20231313131312934,0.21202326325221932,0.30370833333333336,0.10686868686868656,2000,11735894,107.77850838927715,0.35444947209653094,0.6591251885369532,0.4833493303217141,Medium
GUF,French Guiana,South America,83534,1970,46484,0.55646802499581,,1960,25.991683333333334,0.1318888888888831,0.18924046067036657,0.294325,0.34804545454545466,1980,66825,0.7999736634184883,0.6470588235294118,0.013574660633484163,0.09372088315478724,Low
GUF,French Guiana,South America,83534,1980,66825,0.7999736634184883,43.75914293090095,1970,25.869775000000004,0.34804545454545466,0.21173270013750758,0.25271666666666665,-0.04484343434343365,1990,113931,1.3638877582780664,0.2171945701357466,0.0196078431372549,0.06525884661473284,Low
GUF,French Guiana,South America,83534,1990,113931,1.3638877582780664,70.49158249158249,1980,26.104591666666664,-0.04484343434343365,0.2930776847725442,0.2508916666666667,0.5462525252525283,2000,164351,1.9674743218330262,0.8235294117647058,0.033182503770739065,0.16530809965393975,Low
GUM,Guam,Oceania,549,1970,88300,160.83788706739526,,1960,26.877783333333333,-0.09766666666667073,0.10333778962911876,0.5371916666666667,0.24728282828283282,1980,110286,200.88524590163934,0.521870286576169,0.799396681749623,0.6458957929826716,High
GUM,Guam,Oceania,549,1980,110286,200.88524590163934,24.89920724801813,1970,27.068666666666665,0.24728282828283282,0.13616637454343689,0.49175,0.13848484848484718,1990,138263,251.84517304189436,0.4132730015082956,0.8461538461538461,0.5913480698689974,High
GUM,Guam,Oceania,549,1990,138263,251.84517304189436,25.36768039461037,1980,27.44195,0.13848484848484718,0.1904473244481277,0.4845750000000001,0.461550505050507,2000,160188,291.78142076502735,0.7496229260935143,0.8748114630467572,0.8098016601052744,High
GUY,Guyana,South America,214969,1970,705261,3.2807567602770633,,1960,26.263516666666664,0.12743434343434284,0.22199155665298415,0.35649999999999993,0.403343434343433,1980,778176,3.619945201401132,0.6923076923076923,0.06787330316742081,0.21676994691409018,Low
GUY,Guyana,South America,214969,1980,778176,3.619945201401132,10.33872566326508,1970,26.084316666666666,0.403343434343433,0.21365228903040404,0.3372583333333333,0.009328282828285885,1990,747116,3.47545925226428,0.2594268476621418,0.06485671191553545,0.1297134238310709,Low
GUY,Guyana,South America,214969,1990,747116,3.47545925226428,-3.991384982317625,1980,26.325558333333333,0.009328282828285885,0.30801771445892795,0.3595083333333334,0.3485707070707034,2000,759051,3.530978885327652,0.6485671191553545,0.06636500754147813,0.2074660496416217,Low
HKG,Hong Kong,Asia,1104,1970,3955072,3582.4927536231885,,1960,22.969875000000002,-0.36576262626262857,0.25986839826777036,0.30907500000000004,0.3097474747474712,1980,4978544,4509.550724637681,0.6033182503770739,0.9864253393665159,0.7714456622952894,High
HKG,Hong Kong,Asia,1104,1980,4978544,4509.550724637681,25.87745558108676,1970,22.917783333333336,0.3097474747474712,0.2568721051686366,0.2503,0.040727272727273625,1990,5838574,5288.563405797101,0.2911010558069382,0.9879336349924586,0.536272807639443,Medium
HKG,Hong Kong,Asia,1104,1990,5838574,5288.563405797101,17.27472931845133,1980,22.969633333333338,0.040727272727273625,0.3042954541703367,0.23270833333333335,0.3234090909090898,2000,6731195,6097.096920289855,0.6229260935143288,0.9909502262443439,0.7856772577219793,High
HND,Honduras,North America,112492,1970,2782753,24.737341322049566,,1960,24.872566666666664,0.010606060606058496,0.17773872827129517,0.32660000000000006,0.3078939393939402,1980,3777990,33.58452156597802,0.5987933634992458,0.3453996983408748,0.45477801961083975,Medium
HND,Honduras,North America,112492,1980,3777990,33.58452156597802,35.76447496418116,1970,24.95475833333333,0.3078939393939402,0.20967797171804534,0.29513333333333336,-0.05140404040403938,1990,5053234,44.920829925683606,0.2066365007541478,0.4132730015082956,0.2922281418478341,Low
HND,Honduras,North America,112492,1990,5053234,44.920829925683606,33.75456261133565,1980,25.122149999999998,-0.05140404040403938,0.2370221368751746,0.35114999999999996,0.4318181818181822,2000,6656725,59.175096895779255,0.7164404223227753,0.48114630467571645,0.5871223566863324,High
HRV,Croatia,Europe,56594,1970,4492638,79.38364490935435,,1960,11.428099999999999,-0.24096969696969694,0.4811464285623395,0.30535,0.09459090909090902,1980,4680144,82.6968229847687,0.3393665158371041,0.5686274509803921,0.4392870551798099,Medium
HRV,Croatia,Europe,56594,1980,4680144,82.6968229847687,4.17362805549879,1970,11.465258333333333,0.09459090909090902,0.3886344793011594,0.26494166666666674,0.7161515151515132,1990,4873707,86.1170265399159,0.8959276018099548,0.5806938159879337,0.7212902452854472,High
HRV,Croatia,Europe,56594,1990,4873707,86.1170265399159,4.135834282022088,1980,11.5285,0.7161515151515132,0.3985271422134356,0.24658333333333332,-0.17828282828282718,2000,4548434,80.3695444746793,0.12066365007541478,0.555052790346908,0.25879469791284726,Low
HTI,Haiti,North America,27750,1970,4680812,168.6779099099099,,1960,26.558533333333333,0.02272727272727359,0.13618359964198276,0.3585166666666666,0.31317171717171516,1980,5646676,203.48381981981981,0.6048265460030166,0.8024132730015083,0.6966497314838196,High
HTI,Haiti,North America,27750,1980,5646676,203.48381981981981,20.634539477338553,1970,26.460416666666667,0.31317171717171516,0.1633831483392397,0.322925,-0.16188383838383638,1990,6925331,249.56147747747747,0.13122171945701358,0.8446455505279035,0.3329201728222358,Medium
HTI,Haiti,North America,27750,1990,6925331,249.56147747747747,22.644384058869328,1980,26.779025,-0.16188383838383638,0.1902719190034147,0.3560083333333333,0.4505252525252521,2000,8360225,301.2693693693694,0.7420814479638009,0.8823529411764706,0.8091833835437761,High
HUN,Hungary,Europe,93028,1970,10315366,110.88452938900116,,1960,9.860400000000002,-0.04597979797979884,0.5838720868918784,0.31256666666666666,0.0029393939393927947,1980,10698679,115.00493399836608,0.2549019607843137,0.6847662141779789,0.4177897206404415,Medium
HUN,Hungary,Europe,93028,1980,10698679,115.00493399836608,3.7159418289181456,1970,9.981349999999999,0.0029393939393927947,0.43000605720292023,0.26881666666666665,0.6232323232323234,1990,10375989,111.53619340413638,0.8597285067873304,0.6711915535444947,0.7596331431007186,High
HUN,Hungary,Europe,93028,1990,10375989,111.53619340413638,-3.016166762270367,1980,9.885933333333336,0.6232323232323234,0.5526775484145444,0.26409999999999995,-0.4104747474747491,2000,10202055,109.66649825858882,0.048265460030165915,0.6681749622926093,0.17958221497601468,Low
IDN,Indonesia,Asia,1904569,1970,115228394,60.50103409222769,,1960,25.880925,0.1467727272727281,0.11802232723102972,0.23250833333333337,-0.04696969696969451,1980,148177096,77.80085468155788,0.21266968325791855,0.5429864253393665,0.33981870326730473,Medium
IDN,Indonesia,Asia,1904569,1980,148177096,77.80085468155788,28.594256030332254,1970,25.966083333333337,-0.04696969696969451,0.13682130786611846,0.23590833333333333,0.21589393939394214,1990,182159874,95.64362015763146,0.497737556561086,0.6168929110105581,0.5541216203923564,Medium
IDN,Indonesia,Asia,1904569,1990,182159874,95.64362015763146,22.933893912997185,1980,26.073874999999997,0.21589393939394214,0.1581757099521136,0.21874166666666667,0.3151969696969725,2000,214072421,112.39940427466792,0.6063348416289592,0.6772247360482655,0.640800244287593,High
IMN,Isle of Man,Europe,572,1970,55298,96.67482517482517,,1960,9.337,-0.06848484848485015,0.42177922234481363,0.2893833333333333,-0.5833636363636365,1980,64022,111.92657342657343,0.02865761689291101,0.6742081447963801,0.13900071481706464,Low
IMN,Isle of Man,Europe,572,1980,64022,111.92657342657343,15.776339108105187,1970,9.594966666666668,-0.5833636363636365,0.31994771502219477,0.27795000000000003,0.25408585858585786,1990,68865,120.39335664335664,0.530920060331825,0.693815987933635,0.6069273648245812,High
IMN,Isle of Man,Europe,572,1990,68865,120.39335664335664,7.564587173159221,1980,9.567091666666666,0.25408585858585786,0.5095795770918179,0.24099999999999996,0.48188888888888787,2000,75562,132.1013986013986,0.7677224736048266,0.7164404223227753,0.7416383304658193,High
IND,India,Asia,3287590,1970,557501301,169.57750236495426,,1960,24.10409166666667,0.23382323232323296,0.22625117554410976,0.26528333333333337,0.37200000000000205,1980,696828385,211.95720421342077,0.6711915535444947,0.8069381598793364,0.7359416261795141,High
IND,India,Asia,3287590,1980,696828385,211.95720421342077,24.991346881179744,1970,24.145416666666666,0.37200000000000205,0.23968487670993516,0.22657499999999997,0.23293939393939256,1990,870452165,264.7690755234077,0.5082956259426847,0.8567119155354449,0.6598961428585907,High
IND,India,Asia,3287590,1990,870452165,264.7690755234077,24.916289826511594,1980,24.362283333333334,0.23293939393939256,0.26547079650896094,0.20110833333333336,0.41095959595959236,2000,1059633675,322.31320663464726,0.702865761689291,0.8944193061840121,0.7928787466634687,High
IRL,Ireland,Europe,70273,1970,2937637,41.803210336829224,,1960,9.420141666666666,-0.038762626262626214,0.3432158107540935,0.2632416666666667,-0.4171313131313134,1980,3391387,48.26017104720163,0.04675716440422323,0.43137254901960786,0.1420202703629966,Low
IRL,Ireland,Europe,70273,1980,3391387,48.26017104720163,15.446088131379065,1970,9.630366666666665,-0.4171313131313134,0.3435196441984695,0.23582500000000003,0.11647474747474697,1990,3485374,49.59762639989754,0.36199095022624433,0.44042232277526394,0.39928548073060144,Medium
IRL,Ireland,Europe,70273,1990,3485374,49.59762639989754,2.7713439958341635,1980,9.629083333333334,0.11647474747474697,0.45696506338505577,0.2139333333333333,0.6487979797979798,2000,3768950,53.63297425753846,0.8702865761689291,0.46003016591251883,0.6327385542437179,High
IRN,Iran,Asia,1648195,1970,28449705,17.26112808253878,,1960,17.710333333333335,-0.36276767676767696,0.4228569023525462,0.33690000000000003,0.4852020202020194,1980,38520664,23.371423890983774,0.7692307692307693,0.27450980392156865,0.4595230001120465,Medium
IRN,Iran,Asia,1648195,1980,38520664,23.371423890983774,35.39916846237949,1970,17.69906666666667,0.4852020202020194,0.6273739167705891,0.3017916666666667,0.16295959595959736,1990,55793629,33.851351933478746,0.4464555052790347,0.3469079939668175,0.39354667287602857,Medium
IRN,Iran,Asia,1648195,1990,55793629,33.851351933478746,44.840776887958114,1980,18.03751666666667,0.16295959595959736,0.3889831840105025,0.2695666666666667,1.3790050505050546,2000,65544383,39.76737157921241,0.9803921568627451,0.3861236802413273,0.6152663063158715,High
IRQ,Iraq,Asia,438317,1970,9811347,22.384135226331626,,1960,22.22675,-0.5949090909090924,0.6460516053006594,0.3447916666666667,0.8612878787878803,1980,13653369,31.149531047164494,0.9366515837104072,0.3288084464555053,0.5549585138637911,Medium
IRQ,Iraq,Asia,438317,1980,13653369,31.149531047164494,39.158965634382305,1970,22.05880833333333,0.8612878787878803,0.5409038796186727,0.34018333333333334,0.42221717171716844,1990,17658381,40.2867810283425,0.7119155354449472,0.3951734539969834,0.5304056194045192,Medium
IRQ,Iraq,Asia,438317,1990,17658381,40.2867810283425,29.333507356316236,1980,22.089058333333334,0.42221717171716844,0.4256577753800448,0.3747,1.5811717171717208,2000,24628858,56.18960250229856,0.9879336349924586,0.47058823529411764,0.6818430507666732,High
ISL,Iceland,Europe,103000,1970,204468,1.985126213592233,,1960,1.51995,-1.8218282828282828,0.3446080808626083,0.45352500000000007,-0.4605151515151513,1980,228263,2.216145631067961,0.042232277526395176,0.03619909502262444,0.03909949139310927,Low
ISL,Iceland,Europe,103000,1980,228263,2.216145631067961,11.637517851204105,1970,1.5594333333333332,-0.4605151515151513,0.6727427369950371,0.4092666666666666,0.4587272727272726,1990,255019,2.4759126213592233,0.746606334841629,0.04675716440422323,0.18684002553902784,Low
ISL,Iceland,Europe,103000,1990,255019,2.4759126213592233,11.721566789186166,1980,1.4805333333333333,0.4587272727272726,0.5445216243223567,0.34882500000000005,-0.1401969696969696,2000,281462,2.732640776699029,0.15535444947209653,0.05128205128205128,0.08925746380400297,Low
ISR,Israel,Asia,20770,1970,2907307,139.97626384207993,,1960,20.090516666666666,-0.5545151515151502,0.5775501258727446,0.2975083333333333,0.6412373737373721,1980,3744608,180.28926336061627,0.8687782805429864,0.7858220211161387,0.8262597075484762,High
ISR,Israel,Asia,20770,1980,3744608,180.28926336061627,28.799882502948606,1970,19.878508333333336,0.6412373737373721,0.2869875209761475,0.2549,0.3080909090909063,1990,4803254,231.25922002888782,0.6003016591251885,0.8250377073906485,0.7037552874312548,High
ISR,Israel,Asia,20770,1990,4803254,231.25922002888782,28.271210230817225,1980,19.843783333333334,0.3080909090909063,0.3194618418187475,0.23523333333333332,1.1300606060606069,2000,6116958,294.50929224843526,0.9728506787330317,0.8793363499245852,0.9249124092900686,High
